  No.,Time,Snd/Rcv,Dest,Src,Priority,PGN,Data
13237,52.411,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13238,52.413,Receive,0,242,6,59904,E1 FF 00 
13239,52.421,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13240,52.422,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13241,52.431,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13242,52.432,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13243,52.436,Receive,17,30,5,61184,86 02 7F 01 FF FF FC FF 
13244,52.441,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13245,52.442,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13246,52.442,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13247,52.452,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13248,52.453,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13249,52.462,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13250,52.464,Receive,255,242,6,59904,E1 FF 00 
13251,52.465,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13252,52.472,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13253,52.475,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13254,52.482,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13255,52.486,Receive,17,30,5,61184,86 03 7F 01 FF FF FC FF 
13256,52.489,Receive,255,0,6,65247,FF FF FF FF FF FF FF F5 
13257,52.49,Receive,255,242,6,61184,45 01 
13258,52.491,Receive,255,242,6,61184,4C 39 03 
13259,52.492,Receive,255,242,6,61184,4F DA 13 
13260,52.493,Receive,255,242,6,61184,4E A0 0F 
13261,52.493,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13262,52.495,Receive,255,242,6,61184,6E A0 0F 
13263,52.496,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13264,52.497,Receive,255,242,6,61184,64 6B 02 
13265,52.498,Receive,255,242,6,61184,53 03 00 
13266,52.499,Receive,255,242,6,61184,41 00 00 04 00 00 00 00 
13267,52.5,Receive,255,242,6,61184,46 00 00 00 00 00 00 00 
13268,52.501,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13269,52.503,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13270,52.503,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13271,52.512,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13272,52.513,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13273,52.524,Receive,0,242,6,59904,E4 FF 00 
13274,52.525,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13275,52.526,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13276,52.533,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13277,52.542,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13278,52.543,Receive,17,30,5,61184,86 04 7F 01 FF FF FC FF 
13279,52.554,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13280,52.555,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13281,52.556,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13282,52.557,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13283,52.558,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13284,52.564,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13285,52.566,Receive,255,242,6,59904,E4 FF 00 
13286,52.567,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13287,52.573,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13288,52.577,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13289,52.586,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13290,52.587,Receive,17,30,5,61184,86 05 7F 01 FF FF FC FF 
13291,52.588,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13292,52.593,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13293,52.603,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13294,52.604,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13295,52.605,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13296,52.61,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13297,52.614,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13298,52.624,Receive,0,242,6,59904,E6 FF 00 
13299,52.625,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13300,52.626,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13301,52.632,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13302,52.634,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13303,52.638,Receive,17,30,5,61184,86 06 7F 01 FF FF FC FF 
13304,52.641,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13305,52.643,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13306,52.644,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13307,52.654,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13308,52.655,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13309,52.665,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13310,52.665,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13311,52.668,Receive,255,242,6,59904,E6 FF 00 
13312,52.674,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13313,52.676,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13314,52.684,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13315,52.687,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13316,52.689,Receive,17,30,5,61184,86 07 7F 01 FF FF FC FF 
13317,52.694,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13318,52.695,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13319,52.698,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13320,52.705,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13321,52.709,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13322,52.715,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13323,52.719,Receive,0,242,6,59904,E7 FF 00 
13324,52.72,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13325,52.725,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13326,52.731,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13327,52.735,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13328,52.739,Receive,17,30,5,61184,86 08 7F 01 FF FF FC FF 
13329,52.741,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13330,52.742,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13331,52.745,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13332,52.753,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13333,52.755,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13334,52.764,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13335,52.765,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13336,52.77,Receive,255,242,6,59904,E7 FF 00 
13337,52.775,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13338,52.776,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13339,52.786,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13340,52.788,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13341,52.79,Receive,17,30,5,61184,86 09 7F 01 FF FF FC FF 
13342,52.791,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13343,52.796,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13344,52.798,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13345,52.806,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13346,52.809,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13347,52.816,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13348,52.82,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13349,52.821,Receive,0,242,6,59904,EA FF 00 
13350,52.826,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13351,52.831,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13352,52.836,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13353,52.84,Receive,17,30,5,61184,86 0A 7F 01 FF FF FC FF 
13354,52.842,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13355,52.842,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13356,52.846,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13357,52.853,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13358,52.856,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13359,52.864,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13360,52.866,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13361,52.872,Receive,255,242,6,59904,EA FF 00 
13362,52.875,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13363,52.877,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13364,52.887,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13365,52.888,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13366,52.891,Receive,17,30,5,61184,86 0B 7F 01 FF FF FC FF 
13367,52.892,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13368,52.897,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13369,52.898,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13370,52.907,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13371,52.909,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13372,52.917,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13373,52.92,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13374,52.923,Receive,0,242,6,59904,E5 FE 00 
13375,52.927,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13376,52.931,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13377,52.937,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13378,52.942,Receive,17,30,5,61184,86 0C 7F 01 FF FF FC FF 
13379,52.943,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13380,52.944,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13381,52.947,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13382,52.953,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13383,52.957,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13384,52.964,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13385,52.968,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13386,52.974,Receive,255,242,6,59904,E5 FE 00 
13387,52.975,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13388,52.978,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13389,52.987,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13390,52.988,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13391,52.992,Receive,17,30,5,61184,87 2E 2E 6E 2E 6E 6E FF 
13392,52.996,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13393,52.998,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13394,52.999,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13395,53.008,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13396,53.009,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13397,53.018,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13398,53.02,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13399,53.025,Receive,0,242,6,59904,0B F5 01 
13400,53.028,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13401,53.031,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13402,53.038,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13403,53.042,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13404,53.043,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13405,53.044,Receive,17,30,5,61184,88 6E 6E 6E 6E 6E 6E FF 
13406,53.048,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13407,53.053,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13408,53.059,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13409,53.064,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13410,53.069,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13411,53.075,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13412,53.076,Receive,255,242,6,59904,0B F5 01 
13413,53.079,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13414,53.087,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13415,53.089,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13416,53.092,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13417,53.098,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13418,53.099,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13419,53.109,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13420,53.11,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13421,53.119,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13422,53.12,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13423,53.127,Receive,0,242,6,59904,07 FD 01 
13424,53.129,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13425,53.131,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13426,53.139,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13427,53.142,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13428,53.143,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13429,53.15,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13430,53.153,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13431,53.16,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13432,53.164,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13433,53.17,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13434,53.175,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13435,53.178,Receive,255,242,6,59904,07 FD 01 
13436,53.18,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13437,53.187,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13438,53.19,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13439,53.192,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13440,53.198,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13441,53.2,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13442,53.209,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13443,53.21,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13444,53.22,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13445,53.221,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13446,53.229,Receive,0,242,6,59904,E8 FE 00 
13447,53.23,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13448,53.232,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13449,53.241,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13450,53.242,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13451,53.243,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13452,53.251,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13453,53.253,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13454,53.261,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13455,53.264,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13456,53.271,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13457,53.275,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13458,53.28,Receive,255,242,6,59904,E8 FE 00 
13459,53.281,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13460,53.287,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13461,53.291,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13462,53.292,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13463,53.298,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13464,53.301,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13465,53.309,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13466,53.311,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13467,53.32,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13468,53.322,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13469,53.331,Receive,0,242,6,59904,D3 FF 00 
13470,53.332,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13471,53.333,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13472,53.342,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13473,53.343,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13474,53.344,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13475,53.352,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13476,53.353,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13477,53.362,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13478,53.364,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13479,53.372,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13480,53.375,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13481,53.382,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13482,53.383,Receive,255,242,6,59904,D3 FF 00 
13483,53.385,Receive,17,30,5,61184,86 01 7F 01 FF FF FC FF 
13484,53.387,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13485,53.392,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13486,53.396,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13487,53.398,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13488,53.402,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13489,53.409,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13490,53.412,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13491,53.42,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13492,53.423,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13493,53.431,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13494,53.433,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13495,53.434,Receive,0,242,6,59904,E1 FF 00 
13496,53.435,Receive,17,30,5,61184,86 02 7F 01 FF FF FC FF 
13497,53.442,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13498,53.443,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13499,53.444,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13500,53.453,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13501,53.454,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13502,53.463,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13503,53.464,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13504,53.473,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13505,53.475,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13506,53.483,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13507,53.485,Receive,255,242,6,59904,E1 FF 00 
13508,53.486,Receive,17,30,5,61184,86 03 7F 01 FF FF FC FF 
13509,53.489,Receive,255,242,6,61184,45 01 
13510,53.49,Receive,255,242,6,61184,4C 39 03 
13511,53.492,Receive,255,242,6,61184,4F DB 13 
13512,53.493,Receive,255,242,6,61184,4E A0 0F 
13513,53.494,Receive,255,242,6,61184,6E A0 0F 
13514,53.495,Receive,255,242,6,61184,64 6B 02 
13515,53.496,Receive,255,242,6,61184,53 03 00 
13516,53.496,Receive,255,242,6,61184,41 00 00 04 00 00 00 00 
13517,53.497,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13518,53.497,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13519,53.498,Receive,255,242,6,61184,46 00 00 00 00 00 00 00 
13520,53.498,Receive,255,0,6,65247,FF FF FF FF FF FF FF F5 
13521,53.499,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13522,53.501,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13523,53.503,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13524,53.511,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13525,53.514,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13526,53.522,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13527,53.524,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13528,53.533,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13529,53.534,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13530,53.535,Receive,0,242,6,59904,E4 FF 00 
13531,53.537,Receive,17,30,5,61184,86 04 7F 01 FF FF FC FF 
13532,53.542,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13533,53.544,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13534,53.545,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13535,53.554,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13536,53.555,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13537,53.564,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13538,53.566,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13539,53.574,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13540,53.577,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13541,53.586,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13542,53.587,Receive,17,30,5,61184,86 05 7F 01 FF FF FC FF 
13543,53.588,Receive,255,242,6,59904,E4 FF 00 
13544,53.589,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13545,53.592,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13546,53.594,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13547,53.599,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13548,53.605,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13549,53.61,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13550,53.615,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13551,53.621,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13552,53.625,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13553,53.632,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13554,53.635,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13555,53.637,Receive,17,30,5,61184,86 06 7F 01 FF FF FC FF 
13556,53.638,Receive,0,242,6,59904,E6 FF 00 
13557,53.642,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13558,53.643,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13559,53.645,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13560,53.655,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13561,53.656,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13562,53.665,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13563,53.666,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13564,53.675,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13565,53.676,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13566,53.685,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13567,53.687,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13568,53.688,Receive,17,30,5,61184,86 07 7F 01 FF FF FC FF 
13569,53.69,Receive,255,242,6,59904,E6 FF 00 
13570,53.693,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13571,53.696,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13572,53.698,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13573,53.706,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13574,53.709,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13575,53.716,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13576,53.72,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13577,53.726,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13578,53.731,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13579,53.744,Receive,17,30,5,61184,84 00 00 00 00 00 00 FF 
13580,53.745,Receive,17,30,5,61184,86 08 7F 01 FF FF FC FF 
13581,53.746,Receive,0,242,6,59904,E7 FF 00 
13582,53.747,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13583,53.752,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13584,53.753,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13585,53.754,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13586,53.764,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13587,53.765,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13588,53.766,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
13589,53.775,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13590,53.776,Receive,17,30,5,61184,83 FF 3F 75 00 00 00 00 
13591,53.787,Receive,17,30,5,61184,85 00 00 00 00 00 00 FF 
13592,53.788,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13593,53.789,Receive,17,30,5,61184,86 09 7F 01 FF FF FC FF 
13594,53.791,Receive,255,242,6,59904,E7 FF 00 
13595,53.797,Receive,17,30,5,61184,80 00 00 00 FF 03 FF 03 
13596,53.798,Receive,255,81,6,61454,A0 0F A0 5B 01 3F FF FF 
13597,53.799,Receive,30,17,5,61184,04 7F 00 7F 7F 00 00 FF 
13598,53.807,Receive,17,30,5,61184,81 CF 03 0F 00 00 00 00 
13599,53.809,Receive,30,17,5,61184,05 00 0D 00 00 7F 7F FF 
13600,53.817,Receive,17,30,5,61184,82 FF 87 61 00 00 00 00 
